"short_name","overall","potential","value_eur","wage_eur","age","dob","club_name","height_cm","weight_kg","league_name","player_positions","nationality_name","preferred_foot","weak_foot","pace","shooting","passing","dribbling","defending","physic","year","Type"
"M. Perg",66,66,725000,3000,29,"1991-09-16","Gallos Blancos de Querétaro",185,80,"Mexican Liga MX","CB","Uruguay","Right",2,40,30,39,42,66,77,2022,"DEF"
"F. Escobar",66,71,1100000,3000,26,"1995-01-09","AD Alcorcón",185,74,"Spanish Segunda División","CB","Panama","Right",2,77,41,40,46,64,79,2022,"DEF"
"T. Gjertsen",66,66,850000,2000,29,"1992-03-12","Kristiansund BK",175,74,"Norwegian Eliteserien","LW","Norway","Right",3,77,62,60,69,49,63,2022,"FRD"
"Liu Yang",66,68,975000,5000,26,"1995-06-17","Shandong Taishan",184,75,"Chinese Super League","LB","China PR","Left",3,76,53,57,64,62,64,2022,"DEF"
"S. Sow",66,69,1200000,2000,24,"1996-08-08","Sheffield Wednesday",182,74,"English League One","LW","Netherlands","Right",3,79,62,58,67,26,65,2022,"FRD"
"B. Öztürk",66,70,1100000,5000,25,"1995-10-01","Antalyaspor",185,75,"Turkish Süper Lig","CB","Turkey","Right",2,61,30,43,46,68,67,2022,"DEF"
"S. Niakaté",66,75,1800000,2000,21,"1999-07-10","FC Metz",186,76,"French Ligue 1","CB","France","Left",3,68,28,44,61,65,78,2022,"DEF"
"L. Guzmán",66,75,1900000,3000,21,"2000-01-18","Club Atlético Aldosivi",171,67,"Argentina Primera División","RM","Argentina","Left",2,72,58,60,70,37,62,2022,"MID"
"V. Demaku",66,76,1800000,4000,21,"2000-02-05","FK Austria Wien",180,68,"Austrian Football Bundesliga","CDM","Austria","Right",3,55,41,60,61,63,65,2022,"MID"
"M. Ortíz",66,67,1e+06,5000,26,"1994-12-27","Club Atlético Talleres",162,64,"Argentina Primera División","RW","Argentina","Right",3,75,56,67,70,44,43,2022,"FRD"
"C. Metcalfe",66,75,1800000,3000,21,"1999-11-05","Melbourne City FC",178,70,"Australian Hyundai A-League","CDM","Australia","Right",2,57,54,59,67,56,76,2022,"MID"
"S. Baptiste",66,75,1900000,11000,23,"1998-04-08","Brentford",175,67,"English Premier League","CM","Grenada","Right",4,65,52,62,70,64,65,2022,"MID"
"M. O'Riley",66,74,1900000,3000,20,"2000-11-21","Milton Keynes Dons",187,77,"English League One","CM","England","Left",3,60,58,64,65,58,64,2022,"MID"
"Leonardo Rocha",66,73,1700000,4000,23,"1997-08-23","KAS Eupen",200,92,"Belgian Jupiler Pro League","ST","Portugal","Right",3,62,67,46,62,21,65,2022,"FRD"
"José Lara",66,77,1900000,5000,21,"2000-03-07","Real Betis Balompié",162,60,"Spain Primera Division","RM","Spain","Left",3,71,62,62,71,33,39,2022,"MID"
"Genaro",66,76,1800000,2000,23,"1998-03-23","Málaga CF",184,76,"Spanish Segunda División","CDM","Spain","Right",3,63,49,64,62,64,59,2022,"MID"
"Dani Escriche",66,74,1900000,4000,23,"1998-03-24","SD Huesca",178,75,"Spanish Segunda División","ST","Spain","Right",3,68,65,51,64,30,63,2022,"FRD"
"L. Millar",66,77,1900000,3000,21,"1999-09-27","FC Basel 1893",185,79,"Swiss Super League","LM","Canada","Right",3,81,61,59,68,22,58,2022,"MID"
"J. Carranza",66,75,1900000,2000,21,"2000-05-20","Inter Miami CF",175,75,"USA Major League Soccer","ST","Argentina","Right",3,68,65,54,67,33,62,2022,"FRD"
"Kike Hermoso",66,77,1800000,4000,21,"1999-08-10","Real Betis Balompié",190,76,"Spain Primera Division","CB","Spain","Right",2,63,29,45,44,68,63,2022,"DEF"
"L. Justiniano",66,66,750000,500,28,"1992-07-02","Club Bolívar",172,79,"Liga de Fútbol Profesional Boliviano","CDM","Bolivia","Right",3,62,49,56,58,66,67,2022,"MID"
"Yang Liyu",66,71,1300000,6000,24,"1997-02-13","Guangzhou FC",179,65,"Chinese Super League","RM","China PR","Right",2,82,55,61,65,43,68,2022,"MID"
"A. Akinola",66,75,1900000,2000,21,"2000-01-20","Toronto FC",178,83,"USA Major League Soccer","ST","Canada","Right",3,82,66,48,60,20,70,2022,"FRD"
"M. Jenz",66,74,1800000,5000,22,"1999-04-30","FC Lorient",190,86,"French Ligue 1","CB","Germany","Right",3,64,29,45,46,66,76,2022,"DEF"
"K. Guessoum",66,74,1800000,2000,22,"1999-02-05","Nîmes Olympique",176,70,"French Ligue 2","CB","France","Right",2,66,36,52,57,67,61,2022,"DEF"
"Y. Armougom",66,71,1200000,2000,23,"1998-06-05","Stade Malherbe Caen",173,71,"French Ligue 2","LB","France","Left",3,76,42,56,65,61,62,2022,"DEF"
"N. Díaz",66,77,1800000,3000,22,"1999-05-20","Mazatlán Futbol Club",180,75,"Mexican Liga MX","CB","Chile","Left",2,64,25,49,59,67,72,2022,"DEF"
"N. Gallardo",66,72,1300000,3000,23,"1998-05-09","Club Atlético Colón",178,73,"Argentina Primera División","LB","Argentina","Left",3,69,41,64,67,61,70,2022,"DEF"
"Brugui",66,72,1400000,7000,24,"1996-11-04","CD Mirandés",174,68,"Spanish Segunda División","LM","Spain","Left",3,85,59,59,67,42,63,2022,"MID"
"F. Grahl",66,66,825000,4000,29,"1991-09-14","Club Atlético Aldosivi",180,75,"Argentina Primera División","CM","Argentina","Left",3,68,52,69,67,56,66,2022,"MID"
"V. Torp",66,75,1900000,6000,21,"1999-07-30","KV Kortrijk",178,68,"Belgian Jupiler Pro League","CAM","Denmark","Right",4,68,60,66,69,53,61,2022,"MID"
"K. Kabran",66,66,9e+05,2000,27,"1993-11-22","Viking FK",185,82,"Norwegian Eliteserien","LM","Sweden","Right",3,77,64,59,66,40,71,2022,"MID"
"B. Lucassen",66,75,1800000,2000,23,"1998-07-01","Go Ahead Eagles",173,66,"Holland Eredivisie","CDM","Netherlands","Right",4,66,47,55,62,67,63,2022,"MID"
"Y. Bisseck",66,81,1900000,5000,20,"2000-11-29","Aarhus GF",196,87,"Danish Superliga","CB","Germany","Right",3,64,33,44,46,66,72,2022,"DEF"
"U. Segura",66,66,850000,3000,28,"1993-06-23","Austin FC",183,70,"USA Major League Soccer","RM","Costa Rica","Right",3,63,63,66,67,55,66,2022,"MID"
"C. Akas",66,69,975000,2000,27,"1994-05-03","Belenenses SAD",188,90,"Portuguese Liga ZON SAGRES","CB","Nigeria","Left",2,64,40,52,62,64,78,2022,"DEF"
"M. Costly",66,69,1100000,1000,25,"1995-11-20","SV Waldhof Mannheim 07",183,76,"German 3. Bundesliga","RM","Germany","Right",3,85,53,56,68,55,70,2022,"MID"
"G. Cortéz",66,71,1300000,500,25,"1995-10-10","Barcelona Sporting Club",178,64,"Ecuadorian Serie A","CAM","Ecuador","Right",3,70,60,64,64,38,62,2022,"MID"
"L. Dietz",66,72,1200000,2000,24,"1997-01-07","FC Würzburger Kickers",190,79,"German 3. Bundesliga","CB","Germany","Right",3,59,37,53,58,66,69,2022,"DEF"
"D. Foulon",66,75,1800000,4000,22,"1999-03-23","Benevento",180,78,"Italian Serie B","LB","Belgium","Left",3,72,32,64,64,61,66,2022,"DEF"
"A. Ghareeb",66,71,1300000,9000,24,"1997-03-31","Al Ahli",165,61,"Saudi Abdul L. Jameel League","LM","Saudi Arabia","Right",3,83,61,58,70,25,50,2022,"MID"
"A. Antilef",66,75,1900000,3000,22,"1998-07-20","Arsenal de Sarandí",170,65,"Argentina Primera División","CM","Argentina","Left",4,85,59,64,73,53,63,2022,"MID"
"J. Núñez",66,66,7e+05,500,32,"1988-09-12","12 de Octubre FC",174,71,"Paraguayan Primera División","ST","Paraguay","Right",3,65,68,43,62,27,55,2022,"FRD"
"J. Lindsey",66,78,2e+06,2000,21,"2000-03-27","Sporting Kansas City",178,88,"USA Major League Soccer","RB","United States","Right",3,79,44,57,62,61,68,2022,"DEF"
"N. Thaller",66,74,1800000,4000,22,"1998-09-07","Club Atlético Lanús",185,86,"Argentina Primera División","CB","Argentina","Right",3,52,31,47,49,68,69,2022,"DEF"
"A. Succar",66,69,1100000,500,25,"1995-08-12","Club Universitario de Deportes",180,78,"Peruvian Primera División","ST","Peru","Right",3,76,67,53,62,26,66,2022,"FRD"
"C. Sickinger",66,73,1600000,2000,23,"1997-07-29","SV Sandhausen",183,73,"German 2. Bundesliga","CDM","Germany","Right",4,66,47,59,58,64,70,2022,"MID"
"A. Herrera",66,73,1600000,2000,24,"1997-06-06","Real Salt Lake",180,70,"USA Major League Soccer","RB","United States","Right",3,68,32,54,62,65,73,2022,"DEF"
"G. Bello",66,79,1900000,1000,19,"2002-01-22","Atlanta United",170,68,"USA Major League Soccer","LB","United States","Left",3,82,45,54,70,60,59,2022,"DEF"
"F. Valot",66,66,850000,3000,28,"1993-02-12","FC Cincinnati",175,75,"USA Major League Soccer","RM","France","Right",5,70,57,63,69,54,66,2022,"MID"
"T. Domgjoni",66,76,1800000,4000,22,"1998-09-04","Vitesse",177,74,"Holland Eredivisie","CDM","Switzerland","Right",4,70,57,63,68,63,69,2022,"MID"
"K. Nakamura",66,66,850000,2000,28,"1993-06-30","Shimizu S-Pulse",178,73,"Japanese J. League Division 1","LM","Japan","Right",4,74,61,61,67,47,68,2022,"MID"
"M. Adams",66,71,1200000,2000,24,"1996-09-23","Atlanta United",168,75,"USA Major League Soccer","CDM","England","Right",3,64,48,53,64,67,69,2022,"MID"
"C. Baird",66,71,1300000,3000,25,"1996-01-30","Houston Dynamo",178,73,"USA Major League Soccer","ST","United States","Right",4,77,64,55,65,32,68,2022,"FRD"
"S. Vines",66,77,1800000,5000,22,"1999-05-31","Royal Antwerp FC",178,68,"Belgian Jupiler Pro League","LB","United States","Left",2,71,33,54,63,63,68,2022,"DEF"
"B. Reynolds",66,76,1800000,9000,20,"2001-06-28","Roma",188,75,"Italian Serie A","RWB","United States","Right",3,70,47,59,60,62,63,2022,"DEF"
"Álvaro García",66,79,2e+06,4000,21,"2000-06-01","RCD Espanyol de Barcelona",184,77,"Spain Primera Division","CB","Spain","Left",3,65,52,59,61,66,68,2022,"DEF"
"A. Abeid",66,70,1100000,2000,23,"1997-12-11","Valenciennes FC",174,73,"French Ligue 2","LWB","Mauritania","Left",3,72,42,54,62,60,73,2022,"DEF"
"Pablo Martínez",66,75,1900000,7000,23,"1998-02-22","Levante Unión Deportiva",182,74,"Spain Primera Division","LM","Spain","Right",3,66,56,67,64,58,60,2022,"MID"
"D. Valencia",66,78,2100000,3000,21,"2000-01-14","Universidad Católica",181,74,"Chilian Campeonato Nacional","ST","Chile","Right",3,70,61,57,69,26,66,2022,"FRD"
"T. Richards",66,78,2100000,11000,20,"2000-12-04","Brighton & Hove Albion",180,78,"English Premier League","CAM","England","Left",3,73,62,63,68,51,66,2022,"MID"
"E. Aiwu",66,76,1800000,6000,20,"2000-12-25","SK Rapid Wien",184,77,"Austrian Football Bundesliga","CB","Austria","Right",3,70,42,54,55,65,75,2022,"DEF"
"J. Meier",66,76,1800000,5000,21,"1999-11-11","F.C. Hansa Rostock",181,75,"German 2. Bundesliga","LB","Germany","Left",3,73,44,59,62,61,64,2022,"DEF"
"V. Burgoa",66,75,1900000,2000,20,"2000-08-16","Godoy Cruz",175,73,"Argentina Primera División","CAM","Argentina","Left",3,78,55,59,72,54,60,2022,"MID"
"R. Ljubicic",66,75,1900000,6000,21,"1999-07-14","SK Rapid Wien",178,74,"Austrian Football Bundesliga","CM","Austria","Left",4,58,57,65,68,61,68,2022,"MID"
"Andújar",66,66,725000,2000,29,"1991-08-21","FC Cartagena",189,79,"Spanish Segunda División","CB","Spain","Right",3,57,34,50,55,64,75,2022,"DEF"
"D. Sanderson",66,79,2e+06,13000,21,"1999-12-15","Birmingham City",188,78,"English League Championship","CB","England","Right",3,74,40,51,58,66,71,2022,"DEF"
"L. Adžic",66,72,1400000,3000,22,"1998-09-17","PEC Zwolle",184,78,"Holland Eredivisie","LW","Serbia","Right",4,74,63,63,69,33,60,2022,"FRD"
"S. Pittman",66,66,850000,3000,28,"1992-07-09","Livingston FC",176,72,"Scottish Premiership","CAM","Scotland","Right",3,73,67,62,67,58,68,2022,"MID"
"A. Mabaso",66,66,725000,500,30,"1991-05-15","Orlando Pirates",173,67,"South African Premier Division","RB","South Africa","Right",5,69,42,64,57,65,64,2022,"DEF"
"I. Pherai",66,76,1900000,1000,20,"2001-04-25","Borussia Dortmund II",175,74,"German 3. Bundesliga","LM","Netherlands","Right",3,75,51,61,73,34,45,2022,"MID"
"D. Ballard",66,76,1800000,13000,21,"1999-09-22","Millwall",187,85,"English League Championship","CB","Northern Ireland","Right",3,51,30,49,50,66,69,2022,"DEF"
"E. Bekiroglu",66,69,1100000,4000,25,"1995-09-14","Aytemiz Alanyaspor",185,84,"Turkish Süper Lig","CM","Germany","Right",2,69,62,65,69,45,68,2022,"MID"
"H. Pernía",66,66,7e+05,500,30,"1990-11-09","Deportivo La Guaira FC",183,82,"Venezuelan Primera División","CB","Venezuela","Right",3,55,25,47,37,68,64,2022,"DEF"
"A. Bernier",66,72,1400000,4000,23,"1997-09-10","Seraing",170,68,"Belgian Jupiler Pro League","RM","Belgium","Right",3,82,61,60,68,29,57,2022,"MID"
"P. Schmidt",66,66,925000,7000,27,"1993-09-10","FC Ingolstadt 04",185,83,"German 2. Bundesliga","ST","Germany","Right",3,66,66,43,60,27,73,2022,"FRD"
"W. Burger",66,77,1900000,3000,20,"2001-02-16","FC Basel 1893",190,80,"Swiss Super League","CM","Netherlands","Left",4,75,55,63,66,60,73,2022,"MID"
"A. El Bouchataoui",66,76,1900000,2000,21,"2000-01-12","RKC Waalwijk",178,74,"Holland Eredivisie","CM","Netherlands","Right",3,67,52,67,68,55,63,2022,"MID"
"A. Elogo",66,67,1e+06,2000,26,"1995-04-22","Valenciennes FC",179,72,"French Ligue 2","LM","Cameroon","Right",4,88,61,59,67,32,65,2022,"MID"
"R. Stewart",66,70,1200000,4000,24,"1996-07-11","Sunderland",193,81,"English League One","ST","Scotland","Right",3,71,64,51,59,26,69,2022,"FRD"
"J. Stanic",66,74,1800000,6000,22,"1999-04-06","SV Wehen Wiesbaden",184,81,"German 3. Bundesliga","RB","Croatia","Right",3,61,27,54,55,66,71,2022,"DEF"
"I. Domínguez",66,77,1800000,3000,21,"2000-06-02","Club Necaxa",172,68,"Mexican Liga MX","LB","Mexico","Right",3,72,33,54,58,63,63,2022,"DEF"
"E. Erhahon",66,76,1900000,2000,20,"2001-05-09","St. Mirren",178,66,"Scottish Premiership","CM","Scotland","Left",3,73,58,62,66,63,65,2022,"MID"
"S. van Hooijdonk",66,75,1900000,7000,21,"2000-02-06","Bologna",190,80,"Italian Serie A","ST","Netherlands","Right",4,76,68,55,62,26,67,2022,"FRD"
"S. Beusnard",66,66,850000,2000,29,"1992-06-27","Pau FC",170,62,"French Ligue 2","RM","France","Left",4,80,64,59,68,23,46,2022,"MID"
"T. Hájek",66,67,8e+05,5000,29,"1991-12-01","Vitesse",187,77,"Holland Eredivisie","CB","Czech Republic","Left",3,50,27,48,38,67,66,2022,"DEF"
"Kim Moon Hwan",66,69,1e+06,2000,25,"1995-08-01","Los Angeles FC",172,64,"USA Major League Soccer","RB","Korea Republic","Right",3,85,54,61,67,58,60,2022,"DEF"
"G. Compagnucci",66,66,850000,5000,29,"1991-08-29","Newell's Old Boys",178,73,"Argentina Primera División","RM","Argentina","Right",3,75,58,61,64,34,57,2022,"MID"
"N. Tiknizyan",66,77,1900000,11000,22,"1999-05-12","FC Lokomotiv Moscow",180,75,"Russian Premier League","LM","Russia","Left",3,75,57,61,66,60,58,2022,"MID"
"E. Karic",66,71,1200000,4000,24,"1997-06-09","SV Darmstadt 98",184,81,"German 2. Bundesliga","LB","Austria","Left",3,76,43,57,60,60,74,2022,"DEF"
"C. Benavídez",66,72,1200000,3000,23,"1998-03-30","Club Atlético Independiente",180,77,"Argentina Primera División","CDM","Uruguay","Right",3,65,44,57,62,69,64,2022,"MID"
"Juan Ibiza",66,71,1100000,2000,25,"1995-08-17","UD Ibiza",187,78,"Spanish Segunda División","CB","Spain","Left",3,59,34,48,50,67,64,2022,"DEF"
"Gonçalo Cardoso",66,77,1800000,11000,20,"2000-10-21","FC Basel 1893",189,83,"Swiss Super League","CB","Portugal","Left",3,54,29,38,48,65,73,2022,"DEF"
"M. Insaurralde",66,73,1700000,4000,22,"1999-01-31","Gimnasia y Esgrima La Plata",176,70,"Argentina Primera División","CM","Argentina","Right",2,73,53,64,68,56,66,2022,"MID"
"K. Michael",66,76,1900000,7000,21,"1999-08-26","Bologna",176,70,"Italian Serie A","CM","Nigeria","Right",3,75,64,68,70,52,58,2022,"MID"
"X. Simons",66,83,2200000,6000,18,"2003-04-21","Paris Saint-Germain",168,58,"French Ligue 1","CM","Netherlands","Right",3,68,57,66,70,57,60,2022,"MID"
"G. Ferrari",66,73,1600000,3000,24,"1997-06-30","Godoy Cruz",184,76,"Argentina Primera División","CB","Argentina","Right",3,68,40,55,57,64,73,2022,"DEF"
"F. Colidio",66,75,1900000,18000,21,"2000-01-04","Inter",179,68,"Italian Serie A","ST","Argentina","Right",3,68,67,63,70,25,44,2022,"FRD"
"A. Lomovitskiy",66,74,1900000,12000,23,"1998-01-27","Spartak Moskva",181,73,"Russian Premier League","RM","Russia","Right",3,78,55,61,70,34,50,2022,"MID"
"G. Henriksson",66,74,1800000,4000,23,"1998-02-03","RZ Pellets Wolfsberger AC",188,80,"Austrian Football Bundesliga","CB","Sweden","Right",2,64,39,56,50,65,68,2022,"DEF"
"Ezequiel",66,72,1400000,3000,23,"1998-03-09","Sanfrecce Hiroshima",167,65,"Japanese J. League Division 1","CF","Brazil","Left",4,92,60,57,72,34,55,2022,"FRD"
"W. Ditta",66,73,1600000,850,24,"1997-01-23","Junior FC",180,80,"Colombian Liga Postobón","CB","Colombia","Right",3,56,24,46,53,62,78,2022,"DEF"
"M. Ross",66,75,1800000,3000,20,"2001-01-15","Aalborg BK",191,81,"Danish Superliga","CB","Denmark","Right",3,68,26,48,54,66,73,2022,"DEF"
"D. Chambost",66,72,1400000,5000,23,"1997-08-19","ESTAC Troyes",177,70,"French Ligue 1","CAM","France","Left",2,64,64,66,66,52,65,2022,"MID"
"Y. Góez",66,74,1800000,3000,21,"1999-11-01","Club Atlético Colón",179,75,"Argentina Primera División","CDM","Colombia","Right",3,69,51,67,69,58,66,2022,"MID"
"A. Reyes",66,78,2e+06,2000,21,"1999-09-08","New York Red Bulls",183,81,"USA Major League Soccer","CB","Colombia","Right",3,65,33,38,47,66,78,2022,"DEF"
"J. Gelhardt",66,82,2200000,13000,19,"2002-05-04","Leeds United",175,76,"English Premier League","ST","England","Left",3,73,66,57,69,27,63,2022,"FRD"
"E. Vega",66,66,6e+05,500,31,"1990-03-08","Sociedad Deportiva Aucas",168,69,"Ecuadorian Serie A","CDM","Ecuador","Left",3,66,51,63,62,64,68,2022,"MID"
"André Luís",66,67,1e+06,5000,27,"1994-03-09","Moreirense FC",184,78,"Portuguese Liga ZON SAGRES","ST","Brazil","Right",3,67,67,48,65,24,70,2022,"FRD"
"A. Díaz",66,76,1900000,4000,21,"2000-01-22","San Lorenzo de Almagro",172,73,"Argentina Primera División","ST","Argentina","Right",3,73,62,49,68,23,68,2022,"FRD"
"C. Mola",66,77,1800000,5000,20,"2001-03-15","VfB Stuttgart",183,78,"German 1. Bundesliga","LB","England","Left",3,68,40,63,65,62,61,2022,"DEF"
"P. Will",66,75,1800000,4000,22,"1999-03-01","SG Dynamo Dresden",185,77,"German 2. Bundesliga","CDM","Germany","Left",3,63,49,67,62,62,75,2022,"MID"
"E. Pletinckx",66,77,1800000,3000,20,"2000-10-10","SV Zulte Waregem",190,87,"Belgian Jupiler Pro League","CB","Belgium","Right",3,48,29,43,46,66,75,2022,"DEF"
"S. Plaza",66,75,1900000,500,22,"1999-03-11","Independiente del Valle",187,80,"Ecuadorian Serie A","ST","Ecuador","Right",3,73,65,53,65,26,70,2022,"FRD"
"M. Mudryk",66,76,1900000,500,20,"2001-01-05","Shakhtar Donetsk",175,61,"Ukrainian Premier League","LM","Ukraine","Right",4,81,48,58,73,32,60,2022,"MID"
"A. Nalic",66,75,1900000,2000,23,"1997-12-01","Malmö FF",190,83,"Swedish Allsvenskan","CAM","Bosnia and Herzegovina","Right",3,78,62,58,69,43,70,2022,"MID"
"S. Bjørshol",66,67,9e+05,2000,27,"1994-04-30","Viking FK",184,72,"Norwegian Eliteserien","RB","Norway","Right",2,76,27,55,61,60,71,2022,"DEF"
"L. Dajaku",66,78,2100000,7000,20,"2001-04-12","Sunderland",180,75,"English League One","RW","Germany","Right",4,77,64,54,69,22,56,2022,"FRD"
"R. Matsumoto",66,66,525000,2000,33,"1988-02-25","Oita Trinita",175,66,"Japanese J. League Division 1","RM","Japan","Right",2,83,54,62,64,57,65,2022,"MID"
"C. Ngonge",66,76,1900000,2000,21,"2000-05-26","FC Groningen",179,67,"Holland Eredivisie","RM","Belgium","Left",4,82,62,53,72,31,61,2022,"MID"
"G. Haag",66,77,1800000,2000,21,"2000-05-30","AS Nancy Lorraine",185,80,"French Ligue 2","CDM","France","Right",3,71,32,56,65,63,72,2022,"MID"
"J. Zwarts",66,75,1900000,4000,22,"1999-04-26","SSV Jahn Regensburg",190,83,"German 2. Bundesliga","ST","Netherlands","Left",3,82,65,51,64,23,71,2022,"FRD"
"L. Paiva",66,66,9e+05,500,27,"1994-02-15","Club Atlético Rentistas",156,57,"Uruguayan Primera División","RM","Uruguay","Left",3,67,67,63,66,45,45,2022,"MID"
"K. Yuruki",66,67,1e+06,4000,25,"1995-07-03","Urawa Red Diamonds",183,70,"Japanese J. League Division 1","LM","Japan","Right",3,88,49,58,65,36,63,2022,"MID"
"S. Haudum",66,70,1100000,4000,26,"1994-11-27","SC Rheindorf Altach",188,74,"Austrian Football Bundesliga","CDM","Austria","Right",3,54,52,61,60,63,69,2022,"MID"
"M. Kamara",66,75,1900000,4000,23,"1997-10-31","Atakas Hatayspor",184,77,"Turkish Süper Lig","ST","Liberia","Right",4,78,63,52,69,29,67,2022,"FRD"
"F. Quinteros",66,75,1800000,4000,22,"1998-10-13","Club Atlético Banfield",176,69,"Argentina Primera División","LB","Argentina","Left",2,67,42,54,63,63,56,2022,"DEF"
"M. Loría",66,72,1400000,2000,24,"1997-04-24","Portland Timbers",178,77,"USA Major League Soccer","RM","Costa Rica","Left",4,79,63,61,68,41,58,2022,"MID"
"V. Dragsnes",66,67,9e+05,2000,27,"1994-02-06","Lillestrøm SK",187,82,"Norwegian Eliteserien","LWB","Norway","Right",3,75,50,58,57,59,69,2022,"DEF"
"O. Lebedenko",66,77,1800000,2000,22,"1998-09-23","CD Lugo",174,63,"Spanish Segunda División","LB","Ukraine","Left",3,73,44,57,57,62,54,2022,"DEF"
"A. Colorado",66,77,1800000,650,22,"1998-12-01","Deportivo Cali",182,71,"Colombian Liga Postobón","CDM","Colombia","Right",3,70,43,56,63,62,73,2022,"MID"
"C. Sertel",66,77,1800000,7000,21,"2000-01-06","Çaykur Rizespor",186,80,"Turkish Süper Lig","LB","Turkey","Left",2,67,36,58,62,64,67,2022,"DEF"
"A. Gutman",66,72,1300000,2000,24,"1996-10-02","New York Red Bulls",183,72,"USA Major League Soccer","LB","United States","Left",2,78,44,56,58,63,70,2022,"DEF"
"W. Isidor",66,77,1900000,11000,20,"2000-08-27","AS Monaco",186,74,"French Ligue 1","ST","France","Right",3,67,65,54,66,21,57,2022,"FRD"
"Y. Machida",66,66,725000,2000,31,"1989-12-19","Oita Trinita",166,55,"Japanese J. League Division 1","CF","Japan","Right",3,90,58,63,67,40,47,2022,"FRD"
"Andre Shinyashiki",66,72,1400000,2000,24,"1997-06-11","Colorado Rapids",175,68,"USA Major League Soccer","LM","Brazil","Right",3,77,62,56,70,39,62,2022,"MID"
"G. Avila",66,80,1900000,2000,19,"2001-09-30","Rosario Central",182,75,"Argentina Primera División","CB","Argentina","Left",3,69,28,39,48,67,70,2022,"DEF"
